reaction formula	model.dG0	dG0_prime	dGm_prime	dG0_std
malt_c + maltpt_c --> glc__D_c + malthx_c	-1.16795134909	-1.16794409192	-1.16794409192	4.4062880136
malt_c + malthx_c --> glc__D_c + malthp_c	-1.16795134909	-1.16794446395	-1.16794446395	4.4062880136
acmanap_c <=> acgam6p_c	-2.17530559336	-2.17530559336	-2.17530559336	5.80176352765
acmana_c + atp_c --> acmanap_c + adp_c + h_c	26.284863387	-14.1813481195	-14.1813481195	5.99129107015
8aonn_c + amet_c <=> amob_c + dann_c	0.0	-0.746695131034	-0.746695131034	0.0
2dmmql8_c + amet_c --> ahcys_c + h_c + mql8_c	nan	nan	nan	0.0
air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c	-71.9873945387	-232.878550004	-267.108225074	11.0206189075
amp_c + h2o_c --> ade_c + r5p_c	-19.2691469813	-19.3427347145	-36.4575722492	3.84297248474
cgly_c + h2o_c --> cys__L_c + gly_c	6.66406315408	6.65089790694	-10.4639396278	9.46621526703
h2o_c + progly_c --> gly_c + pro__L_c	nan	nan	nan	0.0
amp_e <=> amp_p	0.0	0.0	0.0	0.0
anhgm_e <=> anhgm_p	nan	nan	nan	0.0
anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c	nan	nan	nan	0.0
anth_c + prpp_c --> ppi_c + pran_c	-15.6664881376	-56.5542058364	-56.5542058364	6.68758569841
chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c	-37.6788897497	-77.6332645995	-94.7481021342	12.5033554882
2aobut_c + h_c --> aact_c + co2_c	-61.029005746	-20.3233865026	-37.4382240373	6.08662758862
ala__L_c + h_c + pmcoa_c <=> 8aonn_c + co2_c + coa_c	-29.1273733075	10.5407381928	-6.57409934195	7.36347483086
ap4a_c + h2o_c --> 2.0 adp_c + 2.0 h_c	-35.8696832968	-37.4532581511	-54.5680956859	18.2702511346
ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c	nan	nan	nan	0.0
5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c	-72.2074812441	-32.5760491133	-32.5760491133	2.98511793466
arab__L_c <=> rbl__L_c	15.3408245559	15.339675547	15.339675547	4.21137455999
2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c	nan	nan	nan	0.0
2.0 arbtn_fe3_c + fmnh2_c --> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c	nan	nan	nan	0.0
2.0 arbtn_fe3_c + rbflvrd_c --> 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + ribflv_c	nan	nan	nan	0.0
arbtn_fe3_p + atp_c + h2o_c --> adp_c + arbtn_fe3_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
arbtn_e + fe3_e --> arbtn_fe3_e	nan	nan	nan	0.0
arbtn_p + h_p --> arbtn_e + h_c	nan	nan	nan	0.0
arbtn_fe3_e + h_p --> arbtn_fe3_p + h_c	0.0	0.0	0.0	0.0
arbtn_c + h_p --> arbtn_p + h_c	nan	nan	nan	0.0
arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
arab__L_p + h_p <=> arab__L_c + h_c	0.0	0.0	0.0	0.0
arab__L_c + h_p --> arab__L_p + h_c	0.0	0.0	0.0	0.0
arab__L_e <=> arab__L_p	0.0	0.0	0.0	0.0
agm_c + arg__L_p <=> agm_p + arg__L_c	0.0	0.0	0.0	0.0
arg__L_c + h_c --> agm_c + co2_c	-53.7356799794	-13.7863804351	-30.9012179698	11.5834370335
arg__L_p + h_p --> agm_p + co2_p	-53.7356799794	-13.7863804351	-30.9012179698	11.5834370335
arg__L_p + orn_c <=> arg__L_c + orn_p	0.0	0.0	0.0	0.0
argsuc_c <=> arg__L_c + fum_c	14.8601452578	14.8847824428	-2.23005509196	5.80176352765
asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c	83.8410107561	2.76823809272	2.76823809272	2.90088176383
arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c	90.1589455254	nan	nan	277180.765034
arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
arg__L_c + h_p --> arg__L_p + h_c	0.0	0.0	0.0	0.0
arg__L_e <=> arg__L_p	0.0	0.0	0.0	0.0
aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c	30.1457570256	-8.76656693365	8.34827060107	3.34964973447
ascb6p_c + h2o_c --> 3dhgulnp_c + h_c	-95.2386903606	-95.2383799327	-95.2383799327	195996.398533
ascb__L_p + pep_c --> ascb6p_c + pyr_c	nan	nan	nan	0.0
ascb__L_e <=> ascb__L_p	nan	nan	nan	0.0
asn__L_c + h2o_c --> asp__L_c + nh4_c	nan	nan	nan	0.0
asn__L_p + h2o_p --> asp__L_p + nh4_p	nan	nan	nan	0.0
asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c	52.6101021762	-28.4397373902	-45.5545749249	7.2317014836
asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c	nan	nan	nan	0.0
asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c	nan	nan	nan	0.0
asn__L_p + atp_c + h2o_c --> adp_c + asn__L_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
asn__L_p + h_p <=> asn__L_c + h_c	0.0	0.0	0.0	0.0
asn__L_e <=> asn__L_p	0.0	0.0	0.0	0.0
aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
aso3_e <=> aso3_p	0.0	0.0	0.0	0.0
asp__L_c + h_c --> ala_B_c + co2_c	-62.1855232105	-22.217379443	-39.3322169778	11.8453380425
asp__L_c + cbp_c --> cbasp_c + h_c + pi_c	19.650265725	-21.2234841466	-21.2234841466	5.80176352765
asp__L_c + atp_c <=> 4pasp_c + adp_c	16.7928612207	16.2485497758	16.2485497758	5.80176352765
asp__L_c + q8_c --> h_c + iasp_c + q8h2_c	nan	nan	nan	0.0
asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c	nan	nan	nan	0.0
asp__L_c + fum_c --> h_c + iasp_c + succ_c	1.15282347195	1.07602032148	1.07602032148	6.47876216354
asp__L_c + o2_c --> h2o2_c + h_c + iasp_c	-69.1498365033	-69.1145652	-61.9284025594	9.39763924023
asp__L_c --> fum_c + nh4_c	nan	nan	nan	0.0
akg_c + asp__L_c <=> glu__L_c + oaa_c	2.87432459048	2.90119910581	2.90119910581	1.07569368001
asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c	nan	nan	nan	0.0
asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c	0.0	0.0	0.0	0.0
asp__L_p + 3.0 h_p --> asp__L_c + 3.0 h_c	0.0	0.0	0.0	0.0
asp__L_p + h_p --> asp__L_c + h_c	0.0	0.0	0.0	0.0
asp__L_e <=> asp__L_p	0.0	0.0	0.0	0.0
aso4_c + 2.0 gthrd_c --> aso3_c + gthox_c + h2o_c	nan	nan	nan	0.0
arg__L_c + succoa_c --> coa_c + h_c + sucarg_c	18.52791797	-21.6441382395	-21.6441382395	10.9084450294
athr__L_c + nadp_c <=> 2aobut_c + h_c + nadph_c	66.4401722935	25.4247977732	25.4247977732	1.96135006403
atp_c + h2o_c + h_c --> itp_c + nh4_c	nan	nan	nan	0.0
atp_c + h2o_c --> adp_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
atp_c + prpp_c --> ppi_c + prbatp_c	nan	nan	nan	0.0
adp_c + 4.0 h_p + pi_c <=> atp_c + h2o_c + 3.0 h_c	-13.4151461123	28.0979169853	45.21275452	0.603476659232
ala_B_p + h_p --> ala_B_c + h_c	0.0	0.0	0.0	0.0
ala_B_e <=> ala_B_p	0.0	0.0	0.0	0.0
betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c	46.5389760888	-33.3302214379	-33.3302214379	2.18834464401
betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c	49.9590779235	-29.9101621069	-29.9101621069	2.22869577011
h2o_c + pap_c --> amp_c + pi_c	-14.893564243	-16.2761300698	-33.3909676046	6.0159713561
btnso_c + h_c + nadh_c --> btn_c + h2o_c + nad_c	nan	nan	nan	0.0
btnso_c + h_c + nadph_c --> btn_c + h2o_c + nadp_c	nan	nan	nan	0.0
amet_c + dtbt_c + s_c --> btn_c + dad_5_c + h_c + met__L_c	3.13931016135	-36.7911789534	-36.7911789534	277180.766606
accoa_c + but_c --> ac_c + btcoa_c	4.11629668195	3.80449445421	3.80449445421	6.4528140436
atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c	nan	nan	nan	0.0
butso3_e <=> butso3_p	nan	nan	nan	0.0
but_p + h_p <=> but_c + h_c	0.0	0.0	0.0	0.0
but_e <=> but_p	0.0	0.0	0.0	0.0
ca2_c + h_p --> ca2_p + h_c	0.0	0.0	0.0	0.0
ca2_e <=> ca2_p	0.0	0.0	0.0	0.0
15dap_c + h_p + lys__L_p --> 15dap_p + h_c + lys__L_c	0.0	0.0	0.0	0.0
2.0 h2o2_c --> 2.0 h2o_c + o2_c	-193.06802716	-193.067877516	-183.139202622	13.3412183406
ca2_c + na1_p <=> ca2_p + na1_c	0.0	0.0	0.0	0.0
atp_c + cbi_c + h_c <=> adocbi_c + pppi_c	nan	nan	nan	0.0
cbi_e + h_p --> cbi_p + h_c	0.0	0.0	0.0	0.0
atp_c + cbi_p + h2o_c --> adp_c + cbi_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
atp_c + cbl1_p + h2o_c --> adp_c + cbl1_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
cbl1_e + h_p --> cbl1_p + h_c	0.0	0.0	0.0	0.0
atp_c + cbl1_c + h_c <=> adocbl_c + pppi_c	nan	nan	nan	0.0
atp_c + co2_c + nh4_c <=> adp_c + cbp_c + 2.0 h_c	nan	nan	nan	0.0
2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c	74.3251226708	-7.51701333163	-24.6318508663	5.23520519979
atp_c + cd2_c + h2o_c --> adp_c + cd2_p + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
cd2_c + h_p --> cd2_p + h_c	0.0	0.0	0.0	0.0
cd2_e <=> cd2_p	0.0	0.0	0.0	0.0
cd2_p --> cd2_c	0.0	0.0	0.0	0.0
cdpdddecg_c + h2o_c --> cmp_c + 2.0 h_c + pa120_c	nan	nan	nan	0.0
cdpdtdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa140_c	nan	nan	nan	0.0
cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c	nan	nan	nan	0.0
cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c	nan	nan	nan	0.0
cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c	nan	nan	nan	0.0
cdpdodecg_c + h2o_c --> cmp_c + 2.0 h_c + pa180_c	nan	nan	nan	0.0
cdpdodec11eg_c + h2o_c --> cmp_c + 2.0 h_c + pa181_c	nan	nan	nan	0.0
4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c	38.7301472034	-1.55300811227	-1.55300811227	8.10101712763
2.0 amet_c + pe161_c --> 2.0 ahcys_c + cpe160_c + 2.0 h_c	nan	nan	nan	0.0
2.0 amet_c + pg161_c --> 2.0 ahcys_c + cpg160_c + 2.0 h_c	nan	nan	nan	0.0
2.0 amet_c + pe181_c --> 2.0 ahcys_c + cpe180_c + 2.0 h_c	nan	nan	nan	0.0
2.0 amet_c + pg181_c --> 2.0 ahcys_c + cpg180_c + 2.0 h_c	nan	nan	nan	0.0
atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
cgly_e <=> cgly_p	0.0	0.0	0.0	0.0
atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
chol_p + h_p --> chol_c + h_c	0.0	0.0	0.0	0.0
chol_e <=> chol_p	0.0	0.0	0.0	0.0
chor_c --> pphn_c	-21.0712444123	-21.0691068978	-21.0691068978	8.92882123485
3psme_c --> chor_c + pi_c	-52.7783853176	-53.6795492106	-70.7943867453	7.13606199885
chor_c --> 4hbz_c + pyr_c	-89.3043473019	-89.311756816	-106.426594351	11.8680679765
cinnm_c + h_c + nadh_c + o2_c --> cenchddd_c + nad_c	-433.421647542	-393.486085805	-369.185085629	14.7260264363
cit_c --> ac_c + oaa_c	2.17548848154	2.22633269952	-14.8885048352	0.943390765652
cit_p + succ_c --> cit_c + succ_p	0.0	0.0	0.0	0.0
cit_e <=> cit_p	0.0	0.0	0.0	0.0
lipa_cold_p --> lipa_cold_e	nan	nan	nan	0.0
clpn120_p + h2o_p --> h_p + pa120_p + pg120_p	nan	nan	nan	0.0
clpn140_p + h2o_p --> h_p + pa140_p + pg140_p	nan	nan	nan	0.0
clpn141_p + h2o_p --> h_p + pa141_p + pg141_p	nan	nan	nan	0.0
clpn160_p + h2o_p --> h_p + pa160_p + pg160_p	nan	nan	nan	0.0
clpn161_p + h2o_p --> h_p + pa161_p + pg161_p	nan	nan	nan	0.0
clpn180_p + h2o_p --> h_p + pa180_p + pg180_p	nan	nan	nan	0.0
clpn181_p + h2o_p --> h_p + pa181_p + pg181_p	nan	nan	nan	0.0
2.0 pg120_p <=> clpn120_p + glyc_p	nan	nan	nan	0.0
2.0 pg140_p <=> clpn140_p + glyc_p	nan	nan	nan	0.0
2.0 pg141_p <=> clpn141_p + glyc_p	nan	nan	nan	0.0
2.0 pg160_p <=> clpn160_p + glyc_p	nan	nan	nan	0.0
2.0 pg161_p <=> clpn161_p + glyc_p	nan	nan	nan	0.0
2.0 pg180_p <=> clpn180_p + glyc_p	nan	nan	nan	0.0
2.0 pg181_p <=> clpn181_p + glyc_p	nan	nan	nan	0.0
2.0 cl_p + h_c --> 2.0 cl_c + h_p	0.0	0.0	0.0	0.0
cl_e <=> cl_p	0.0	0.0	0.0	0.0
cmp_c + h2o_c --> csn_c + r5p_c	-14.1133293097	-13.9717965827	-31.0866341175	4.93491641248
cmp_e <=> cmp_p	0.0	0.0	0.0	0.0
co2_e <=> co2_p	0.0	0.0	0.0	0.0
co2_p <=> co2_c	0.0	0.0	0.0	0.0
atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
cobalt2_c + h_p --> cobalt2_p + h_c	0.0	0.0	0.0	0.0
cobalt2_e <=> cobalt2_p	0.0	0.0	0.0	0.0
cobalt2_p --> cobalt2_c	0.0	0.0	0.0	0.0
atp_c + colipa_c + h2o_c --> adp_c + colipa_p + h_c + pi_c	nan	nan	nan	0.0
colipa_p --> colipa_e	nan	nan	nan	0.0
2.0 cpgn_c + fadh2_c --> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c	nan	nan	nan	0.0
2.0 cpgn_c + fmnh2_c --> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c	nan	nan	nan	0.0
2.0 cpgn_c + rbflvrd_c --> 2.0 cpgn_un_c + 2.0 fe2_c + 2.0 h_c + ribflv_c	nan	nan	nan	0.0
cpgn_un_p + h_p --> cpgn_un_e + h_c	nan	nan	nan	0.0
cpgn_un_c + h_p --> cpgn_un_p + h_c	nan	nan	nan	0.0
atp_c + cpgn_p + h2o_c --> adp_c + cpgn_c + h_c + pi_c	nan	nan	nan	0.0
cpgn_un_e + fe3_e --> cpgn_e	nan	nan	nan	0.0
cpgn_e + h_p --> cpgn_p + h_c	nan	nan	nan	0.0
cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c	-447.170132222	-367.287145546	-377.21582044	15.0540882912
2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c	41.0287088208	41.0456801147	-27.4136700242	391992.797586
bbtcoa_c + crn_c <=> crncoa_c + gbbtn_c	nan	nan	nan	0.0
atp_c + coa_c + crn_c --> adp_c + crncoa_c + pi_c	nan	nan	nan	0.0
crncoa_c <=> crnDcoa_c	nan	nan	nan	0.0
crn_c + ctbtcoa_c <=> crncoa_c + ctbt_c	nan	nan	nan	0.0
crncoa_c <=> ctbtcoa_c + h2o_c	nan	nan	nan	0.0
atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c	nan	nan	nan	0.0
atp_c + crn__D_p + h2o_c --> adp_c + crn__D_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
crn__D_p + h_p <=> crn__D_c + h_c	0.0	0.0	0.0	0.0
atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
crn_p + h_p <=> crn_c + h_c	0.0	0.0	0.0	0.0
crn_p + gbbtn_c --> crn_c + gbbtn_p	0.0	0.0	0.0	0.0
crn__D_c + crn_p --> crn__D_p + crn_c	0.0	0.0	0.0	0.0
crn_e <=> crn_p	0.0	0.0	0.0	0.0
accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c	9.04717658997	-31.0175620894	-31.0175620894	0.866126317975
csn_c + h2o_c + h_c --> nh4_c + ura_c	nan	nan	nan	0.0
csn_p + h_p --> csn_c + h_c	0.0	0.0	0.0	0.0
csn_e <=> csn_p	0.0	0.0	0.0	0.0
atp_c + coa_c + ctbt_c --> adp_c + ctbtcoa_c + pi_c	nan	nan	nan	0.0
atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c	nan	nan	nan	0.0
ctbt_p + h_p <=> ctbt_c + h_c	nan	nan	nan	0.0
atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c	64.8897741884	-16.1281568416	-33.2429943763	5.09151494882
4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p	nan	nan	nan	0.0
atp_c + cu_c + h2o_c --> adp_c + cu_p + h_c + pi_c	nan	nan	nan	0.0
atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
cu2_e <=> cu2_p	0.0	0.0	0.0	0.0
cu2_p --> cu2_c	0.0	0.0	0.0	0.0
cu_c + h_e --> cu_e + h_c	nan	nan	nan	0.0
cu_e <=> cu_p	nan	nan	nan	0.0
cyan_c + tsul_c --> h_c + so3_c + tcynt_c	nan	nan	nan	0.0
cyan_p + tsul_p --> h_p + so3_p + tcynt_p	nan	nan	nan	0.0
cyan_e <=> cyan_p	0.0	0.0	0.0	0.0
cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c	nan	nan	nan	0.0
cynt_p + h_p --> cynt_c + h_c	0.0	0.0	0.0	0.0
cynt_e <=> cynt_p	0.0	0.0	0.0	0.0
cys__D_c + h2o_c --> h2s_c + nh4_c + pyr_c	nan	nan	nan	0.0
cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c	nan	nan	nan	0.0
atp_c + cys__D_p + h2o_c --> adp_c + cys__D_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
cys__D_e <=> cys__D_p	0.0	0.0	0.0	0.0
acser_c + h2s_c --> ac_c + cys__L_c + h_c	-49.2853462034	-49.2544921272	-49.2544921272	10.365266864
3sala_c + 2.0 h_c --> ala__L_c + so2_c	-304.729102213	-264.782663301	-281.897500836	195996.398594
cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c	nan	nan	nan	0.0
atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c	nan	nan	nan	0.0
atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
cys__L_e <=> cys__L_p	0.0	0.0	0.0	0.0
cys__L_c --> cys__L_p	0.0	0.0	0.0	0.0
2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c	nan	nan	nan	0.0
2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c	nan	nan	nan	0.0
4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c	nan	nan	nan	0.0
cytd_c + h2o_c + h_c --> nh4_c + uri_c	nan	nan	nan	0.0
cytd_c + h2o_c --> csn_c + rib__D_c	1.52387725555	1.59128210944	-15.5235554253	4.9995399498
cytd_c + gtp_c --> cmp_c + gdp_c + h_c	30.7158178256	-9.69843188982	-9.69843188982	5.98669224224
cytd_p + h_p --> cytd_c + h_c	0.0	0.0	0.0	0.0
cytd_p + h_p <=> cytd_c + h_c	0.0	0.0	0.0	0.0
cytd_e <=> cytd_p	0.0	0.0	0.0	0.0
atp_c + cmp_c <=> adp_c + cdp_c	-45.5135129413	-5.84455305611	-5.84455305611	5.80176352765
atp_c + dcmp_c <=> adp_c + dcdp_c	-45.4683852374	-5.76873385113	-5.76873385113	5.80176352765
ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c	nan	nan	nan	0.0
dad_2_c + h2o_c + h_c --> din_c + nh4_c	nan	nan	nan	0.0
atp_c + damp_c <=> adp_c + dadp_c	-42.6180346847	-3.06374301719	-3.06374301719	2.85604503906
dad_2_p + h_p --> dad_2_c + h_c	0.0	0.0	0.0	0.0
dad_2_e <=> dad_2_p	0.0	0.0	0.0	0.0
12dgr120_c + atp_c --> adp_c + h_c + pa120_c	nan	nan	nan	0.0
12dgr140_c + atp_c --> adp_c + h_c + pa140_c	nan	nan	nan	0.0
12dgr141_c + atp_c --> adp_c + h_c + pa141_c	nan	nan	nan	0.0
12dgr160_c + atp_c --> adp_c + h_c + pa160_c	nan	nan	nan	0.0
12dgr161_c + atp_c --> adp_c + h_c + pa161_c	nan	nan	nan	0.0
12dgr180_c + atp_c --> adp_c + h_c + pa180_c	nan	nan	nan	0.0
12dgr181_c + atp_c --> adp_c + h_c + pa181_c	nan	nan	nan	0.0
ala__D_p + h_p --> ala__D_c + h_c	0.0	0.0	0.0	0.0
ala__D_e <=> ala__D_p	0.0	0.0	0.0	0.0
damp_e <=> damp_p	0.0	0.0	0.0	0.0
23dappa_c + h2o_c --> 2.0 nh4_c + pyr_c	nan	nan	nan	0.0
26dap__M_c + h_c --> co2_c + lys__L_c	-57.2292704863	-17.2891054173	-34.403942952	7.27067677081
26dap_LL_c <=> 26dap__M_c	-1.65417267623	-1.65417267623	-1.65417267623	5.80176352765
26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c	13.4151461123	-28.0979169853	-45.21275452	0.603476659232
15dap_e <=> 15dap_p	0.0	0.0	0.0	0.0
ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c	nan	nan	nan	0.0
datp_c + h2o_c + h_c --> ditp_c + nh4_c	nan	nan	nan	0.0
ru5p__D_c --> db4p_c + for_c + h_c	-40.4260606893	-80.2630083283	-97.377845863	4.09312138934
atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c	130.140209341	9.7125758675	9.7125758675	12.5922762008
dca_e <=> dca_p	0.0	0.0	0.0	0.0
dcmp_e <=> dcmp_p	0.0	0.0	0.0	0.0
dctp_c + h2o_c + h_c --> dutp_c + nh4_c	nan	nan	nan	0.0
dcyt_c + h2o_c + h_c --> duri_c + nh4_c	nan	nan	nan	0.0
dcyt_p + h_p --> dcyt_c + h_c	0.0	0.0	0.0	0.0
dcyt_e <=> dcyt_p	0.0	0.0	0.0	0.0
ddca_e --> ddca_p	0.0	0.0	0.0	0.0
2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c	28.1845161854	-12.6128950151	-12.6128950151	6.59911972776
2ddglcn_p + h_p <=> 2ddglcn_c + h_c	0.0	0.0	0.0	0.0
2ddglcn_e <=> 2ddglcn_p	0.0	0.0	0.0	0.0
2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c	21.2943728376	-19.5030383628	-19.5030383628	7.65511314819
e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c	-68.6956349978	-70.2657965397	-70.2657965397	4.70820969216
2dh3dgal6p_c <=> g3p_c + pyr_c	10.6772094293	10.9618402351	-6.15299729966	5.80176352765
atp_c + dgmp_c <=> adp_c + dgdp_c	-42.2961249704	-2.59493406016	-2.59493406016	5.801763669
dgmp_e <=> dgmp_p	0.0	0.0	0.0	0.0
dgsn_p + h_p --> dgsn_c + h_c	0.0	0.0	0.0	0.0
dgsn_e <=> dgsn_p	0.0	0.0	0.0	0.0
23dhmb_c --> 3mob_c + h2o_c	-35.5167394248	-35.5157555917	-35.5157555917	2.71580113349
23dhmp_c --> 3mop_c + h2o_c	-35.5167394248	-35.5154498814	-35.5154498814	2.71580113349
dha_c + pep_c --> dhap_c + pyr_c	-43.7632040124	-43.8970199653	-43.8970199653	4.37437004813
dha_e <=> dha_p	0.0	0.0	0.0	0.0
dha_p <=> dha_c	0.0	0.0	0.0	0.0
23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c	15.8571528903	-24.0798727842	-24.0798727842	11.4675154382
23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c	1165.46151504	1164.65008193	1164.65008193	195996.39855
23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c	nan	nan	nan	0.0
cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c	15.8571528903	-24.0851349455	-24.0851349455	11.4675154382
dhcinnm_c + o2_c --> h_c + hkntd_c	-214.797503372	-254.718914529	-230.417914354	10.3212476725
23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c	-66.4023711335	-26.4683907631	-26.4683907631	6.98263277612
aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c	-72.1462147149	-112.056854111	-94.9420165762	11.814799146
dhf_c + h_c + nadph_c <=> nadp_c + thf_c	-71.390273714	-33.112547411	-33.112547411	2.19285893527
atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c	26.0746511385	-15.4103625377	-15.4103625377	6.49712340689
dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c	nan	nan	nan	0.0
dhnpt_c --> 6hmhpt_c + gcald_c	12.040326218	12.0408994055	-5.07393812925	4.53574222212
